# Title: February 2022 - January 2023 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 130 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
MS-065,Jefferson Davis County,Mississippi,66.9,2,123,64.9
MS-067,Jones County,Mississippi,66.6,1.6,114,65
MS-069,Kemper County,Mississippi,64.7,1.5,115,63.2
MS-071,Lafayette County,Mississippi,63.1,1.3,109,61.7
MS-073,Lamar County,Mississippi,67.4,2,122,65.5
MS-075,Lauderdale County,Mississippi,65.6,2.1,123,63.5
MS-077,Lawrence County,Mississippi,67.1,1.9,120,65.1
MS-079,Leake County,Mississippi,64.2,1.1,104,63.1
MS-081,Lee County,Mississippi,64.3,2.5,127,61.8
MS-083,Leflore County,Mississippi,65.7,2.5,124,63.2
MS-085,Lincoln County,Mississippi,66.6,1.7,117,64.9
MS-087,Lowndes County,Mississippi,65.1,2.1,122,63
MS-089,Madison County,Mississippi,65.3,1.1,103,64.2
MS-091,Marion County,Mississippi,67.8,2.1,126,65.7
MS-093,Marshall County,Mississippi,62.4,1.5,114,60.9
MS-095,Monroe County,Mississippi,64.3,1.9,120,62.4
MS-097,Montgomery County,Mississippi,63.4,1.1,104,62.3
MS-099,Neshoba County,Mississippi,64.1,1.3,109,62.8
MS-101,Newton County,Mississippi,65,1.8,115,63.3
MS-103,Noxubee County,Mississippi,65,1.9,120,63.1
MS-105,Oktibbeha County,Mississippi,64.9,2.2,120,62.7
MS-107,Panola County,Mississippi,63.4,1.4,112,62.1
MS-109,Pearl River County,Mississippi,68,2.2,126,65.8
MS-111,Perry County,Mississippi,67.2,1.7,114,65.5
MS-113,Pike County,Mississippi,67.1,1.8,118,65.3
MS-115,Pontotoc County,Mississippi,63.8,2.1,123,61.7
MS-117,Prentiss County,Mississippi,62.9,2.2,125,60.7
MS-119,Quitman County,Mississippi,63.9,1.5,115,62.4
MS-121,Rankin County,Mississippi,65.5,1.4,111,64.1
MS-123,Scott County,Mississippi,64.8,1.4,111,63.4
MS-125,Sharkey County,Mississippi,66.1,2,121,64.1
MS-127,Simpson County,Mississippi,66.1,1.6,117,64.4
MS-129,Smith County,Mississippi,65.7,1.6,115,64.1
MS-131,Stone County,Mississippi,67.8,2,125,65.8
MS-133,Sunflower County,Mississippi,64.9,1.6,117,63.2
MS-135,Tallahatchie County,Mississippi,64.5,1.8,120,62.7
MS-137,Tate County,Mississippi,63.2,1.4,114,61.8
MS-139,Tippah County,Mississippi,61.9,1.7,117,60.2
MS-141,Tishomingo County,Mississippi,62.1,2,124,60.1
MS-143,Tunica County,Mississippi,63.4,1.4,113,62
MS-145,Union County,Mississippi,63.2,2,123,61.2
MS-147,Walthall County,Mississippi,67.5,2,122,65.4
MS-149,Warren County,Mississippi,66.4,1.7,118,64.7
MS-151,Washington County,Mississippi,65.2,1.5,115,63.7
MS-153,Wayne County,Mississippi,66.5,1.7,117,64.8
MS-155,Webster County,Mississippi,63.6,1.4,113,62.2
MS-157,Wilkinson County,Mississippi,67.3,1.4,111,65.9
MS-159,Winston County,Mississippi,64.1,1.6,117,62.4
MS-161,Yalobusha County,Mississippi,63.6,1.4,111,62.2
MS-163,Yazoo County,Mississippi,66,1.6,116,64.3
MO-001,Adair County,Missouri,52.3,1.2,99,51.1
MO-003,Andrew County,Missouri,52.6,0.4,79,52.3
MO-005,Atchison County,Missouri,52.4,0.9,96,51.5
MO-007,Audrain County,Missouri,54,0.9,93,53.2
MO-009,Barry County,Missouri,57.6,1.2,104,56.3
MO-011,Barton County,Missouri,57.8,1.1,104,56.8
MO-013,Bates County,Missouri,56.5,0.9,95,55.6
MO-015,Benton County,Missouri,55.8,0.9,94,54.9
MO-017,Bollinger County,Missouri,56.7,0.6,83,56.2
MO-019,Boone County,Missouri,55.5,1.4,102,54
MO-021,Buchanan County,Missouri,53.8,0.8,94,53
MO-023,Butler County,Missouri,58.7,0.7,88,58
MO-025,Caldwell County,Missouri,53,0.7,87,52.3
MO-027,Callaway County,Missouri,55.9,1.7,108,54.2
MO-029,Camden County,Missouri,57.2,1.8,111,55.4
MO-031,Cape Girardeau County,Missouri,57.5,1.3,108,56.2
MO-033,Carroll County,Missouri,54,0.7,94,53.3
MO-035,Carter County,Missouri,57.4,1.3,105,56.1
MO-037,Cass County,Missouri,55.9,1.7,104,54.2
MO-039,Cedar County,Missouri,58,1.7,114,56.3
MO-041,Chariton County,Missouri,54.3,1,97,53.3
MO-043,Christian County,Missouri,56.7,1.3,106,55.4
MO-045,Clark County,Missouri,52.2,0.5,84,51.7
MO-047,Clay County,Missouri,54.9,1.5,102,53.4
MO-049,Clinton County,Missouri,53.4,1.1,95,52.4
MO-051,Cole County,Missouri,57.1,2,115,55.1
MO-053,Cooper County,Missouri,55.7,1.6,103,54.1
MO-055,Crawford County,Missouri,55.5,1.3,103,54.2
MO-057,Dade County,Missouri,58,1.7,111,56.3
MO-059,Dallas County,Missouri,56.4,1.3,105,55.2
MO-061,Daviess County,Missouri,52.7,0.7,94,52
MO-063,DeKalb County,Missouri,52.6,0.7,84,52
MO-065,Dent County,Missouri,55.6,1.1,98,54.5
MO-067,Douglas County,Missouri,57.2,1.8,115,55.4
MO-069,Dunklin County,Missouri,60.2,1.1,97,59.1
MO-071,Franklin County,Missouri,55.9,1.6,107,54.3
MO-073,Gasconade County,Missouri,55.7,1.5,106,54.2
MO-075,Gentry County,Missouri,52.4,1.1,96,51.4
MO-077,Greene County,Missouri,56.8,1.6,106,55.3
MO-079,Grundy County,Missouri,52.6,0.5,91,52.1
MO-081,Harrison County,Missouri,52.1,1.1,98,51
MO-083,Henry County,Missouri,56.1,0.8,94,55.3
MO-085,Hickory County,Missouri,56.6,1.2,100,55.4
MO-087,Holt County,Missouri,52.9,0.5,84,52.4
MO-089,Howard County,Missouri,55.2,1.5,102,53.7
MO-091,Howell County,Missouri,58.1,2.7,126,55.4
MO-093,Iron County,Missouri,55.3,0.9,98,54.3
MO-095,Jackson County,Missouri,55.4,1.6,104,53.9
MO-097,Jasper County,Missouri,58.6,1.7,110,57
MO-099,Jefferson County,Missouri,57.1,1.9,110,55.1
MO-101,Johnson County,Missouri,55.6,1.5,102,54
MO-103,Knox County,Missouri,52.2,0.8,93,51.4
MO-105,Laclede County,Missouri,56.8,1.6,111,55.1
MO-107,Lafayette County,Missouri,54.9,1.3,98,53.6
MO-109,Lawrence County,Missouri,57.3,1.4,104,55.9
MO-111,Lewis County,Missouri,52.5,0.2,73,52.3
MO-113,Lincoln County,Missouri,55.1,1.5,106,53.6
MO-115,Linn County,Missouri,53,0.5,93,52.5
MO-117,Livingston County,Missouri,53.3,0.5,89,52.8
MO-119,McDonald County,Missouri,59,1.8,115,57.3
MO-121,Macon County,Missouri,53,0.9,96,52.1
MO-123,Madison County,Missouri,55.8,0.6,94,55.2
MO-125,Maries County,Missouri,56.9,1.8,113,55.1
MO-127,Marion County,Missouri,53.2,0.5,82,52.8
MO-129,Mercer County,Missouri,51.4,0.4,81,51
MO-131,Miller County,Missouri,57.5,2.2,118,55.2
MO-133,Mississippi County,Missouri,59.3,1.5,112,57.8
MO-135,Moniteau County,Missouri,56.3,1.8,112,54.5
MO-137,Monroe County,Missouri,53.2,0.3,75,52.9
MO-139,Montgomery County,Missouri,54.9,1.3,100,53.5
MO-141,Morgan County,Missouri,56,1.6,106,54.4
MO-143,New Madrid County,Missouri,59.6,1,100,58.5
MO-145,Newton County,Missouri,58.9,2,119,56.9
MO-147,Nodaway County,Missouri,51.9,0.9,92,51
MO-149,Oregon County,Missouri,58.5,2.4,123,56.1
MO-151,Osage County,Missouri,56.8,1.9,112,54.9
MO-153,Ozark County,Missouri,58.2,2,119,56.2
MO-155,Pemiscot County,Missouri,60.6,1.3,107,59.3
MO-157,Perry County,Missouri,56.5,1.1,100,55.4
MO-159,Pettis County,Missouri,55.3,1.1,97,54.2
MO-161,Phelps County,Missouri,56.7,1.6,111,55.1
MO-163,Pike County,Missouri,54.2,1.1,100,53
MO-165,Platte County,Missouri,55.3,1.8,105,53.5
MO-167,Polk County,Missouri,57.2,1.8,110,55.5
MO-169,Pulaski County,Missouri,57.4,2,114,55.3
MO-171,Putnam County,Missouri,51.1,0.3,72,50.9
MO-173,Ralls County,Missouri,53.7,0.8,91,52.9
MO-175,Randolph County,Missouri,54,1,97,52.9
MO-177,Ray County,Missouri,54.1,1,95,53.1
MO-179,Reynolds County,Missouri,55.8,1,95,54.8
MO-181,Ripley County,Missouri,58.5,1.3,108,57.1
MO-183,St. Charles County,Missouri,56.6,1.9,110,54.6
MO-185,St. Clair County,Missouri,56.8,0.8,94,56
MO-186,Ste. Genevieve County,Missouri,56.3,1.1,102,55.2
MO-187,St. Francois County,Missouri,55.7,1.1,103,54.6
MO-189,St. Louis County,Missouri,57,1.8,110,55.2
MO-195,Saline County,Missouri,55,1.2,98,53.8
MO-197,Schuyler County,Missouri,51.8,1,99,50.7
MO-199,Scotland County,Missouri,52,1,97,51
MO-201,Scott County,Missouri,58.8,1.5,111,57.3
MO-203,Shannon County,Missouri,57.2,1.9,117,55.3
MO-205,Shelby County,Missouri,52.4,0.3,73,52.1
MO-207,Stoddard County,Missouri,58.7,0.7,89,57.9
MO-209,Stone County,Missouri,57.4,1.1,101,56.3
MO-211,Sullivan County,Missouri,51.9,0.4,85,51.5
MO-213,Taney County,Missouri,58.2,1.7,115,56.6
MO-215,Texas County,Missouri,56.7,1.8,110,54.9
MO-217,Vernon County,Missouri,57.2,0.7,94,56.4
MO-219,Warren County,Missouri,55.5,1.7,107,53.7
MO-221,Washington County,Missouri,55.7,1.5,106,54.2
MO-223,Wayne County,Missouri,56.9,0.6,84,56.4
MO-225,Webster County,Missouri,56,1.4,108,54.5
MO-227,Worth County,Missouri,51.7,1.3,98,50.4
MO-229,Wright County,Missouri,56.4,1.6,108,54.8
MO-510,St. Louis City,Missouri,57.2,1.7,108,55.5
MT-001,Beaverhead County,Montana,37.7,0.9,92,36.8
MT-003,Big Horn County,Montana,44.1,0.1,60,44
MT-005,Blaine County,Montana,42.4,1.2,90,41.2
MT-007,Broadwater County,Montana,42.2,0.5,72,41.7
MT-009,Carbon County,Montana,42.3,1,85,41.3
MT-011,Carter County,Montana,43.8,1,84,42.8
MT-013,Cascade County,Montana,42.8,0.5,75,42.2
MT-015,Chouteau County,Montana,44.1,1.4,91,42.8
MT-017,Custer County,Montana,44.8,0.9,80,44
MT-019,Daniels County,Montana,39.1,1,82,38.1
MT-021,Dawson County,Montana,42.8,0.7,78,42.1
MT-023,Deer Lodge County,Montana,37.9,1.1,91,36.8
MT-025,Fallon County,Montana,43,0.3,71,42.6
MT-027,Fergus County,Montana,43.6,0.6,78,43
MT-029,Flathead County,Montana,40.1,1.4,97,38.8
MT-031,Gallatin County,Montana,39.2,0.5,79,38.6
MT-033,Garfield County,Montana,44.5,1.6,96,43
MT-035,Glacier County,Montana,40.1,2.1,107,38
MT-037,Golden Valley County,Montana,43.9,0.3,71,43.5
MT-039,Granite County,Montana,39.3,1.3,101,37.9
MT-041,Hill County,Montana,41.4,1.1,86,40.3
MT-043,Jefferson County,Montana,40.6,0.9,86,39.7
MT-045,Judith Basin County,Montana,41.4,0.7,81,40.7
MT-047,Lake County,Montana,43.5,1.2,94,42.3
MT-049,Lewis and Clark County,Montana,40.8,1.1,92,39.7
MT-051,Liberty County,Montana,41.9,1.4,92,40.4
MT-053,Lincoln County,Montana,41.8,1.5,100,40.3
MT-055,McCone County,Montana,42.6,1,85,41.6
MT-057,Madison County,Montana,39.4,0.9,88,38.6
MT-059,Meagher County,Montana,39.3,0.8,82,38.5
MT-061,Mineral County,Montana,42,0.8,90,41.2
MT-063,Missoula County,Montana,41.2,0.9,84,40.3
MT-065,Musselshell County,Montana,45,0.3,69,44.7
MT-067,Park County,Montana,38.9,1.1,92,37.8
MT-069,Petroleum County,Montana,45.5,0.7,79,44.8
MT-071,Phillips County,Montana,43,1.1,88,41.9
MT-073,Pondera County,Montana,42,1.6,99,40.3
MT-075,Powder River County,Montana,45.2,0.9,82,44.3
MT-077,Powell County,Montana,39.4,1.1,90,38.3
MT-079,Prairie County,Montana,43.7,0.7,79,43
MT-081,Ravalli County,Montana,40.3,1,90,39.3
MT-083,Richland County,Montana,42.1,0.8,82,41.2
MT-085,Roosevelt County,Montana,41,1,81,40.1
MT-087,Rosebud County,Montana,44.6,0.5,73,44
MT-089,Sanders County,Montana,42.4,0.4,71,42
MT-091,Sheridan County,Montana,39.7,1.1,86,38.7
MT-093,Silver Bow County,Montana,39.5,1.2,93,38.3
MT-095,Stillwater County,Montana,42.8,0.2,63,42.6
MT-097,Sweet Grass County,Montana,42.2,0.6,75,41.6
MT-099,Teton County,Montana,41.7,1.4,92,40.4
MT-101,Toole County,Montana,42.5,1.9,99,40.6
MT-103,Treasure County,Montana,45,0.4,72,44.6
MT-105,Valley County,Montana,41.2,1.1,88,40.1
MT-107,Wheatland County,Montana,42.3,0.5,71,41.8
MT-109,Wibaux County,Montana,42.6,0.3,72,42.3
MT-111,Yellowstone County,Montana,45.7,0.4,71,45.3
NE-001,Adams County,Nebraska,51.5,1.4,102,50.1
NE-003,Antelope County,Nebraska,48.8,1.1,94,47.8
NE-005,Arthur County,Nebraska,48.7,1.3,98,47.3
NE-007,Banner County,Nebraska,47.7,1.1,91,46.6
NE-009,Blaine County,Nebraska,49.3,1.1,92,48.2
NE-011,Boone County,Nebraska,49.7,1.7,103,47.9
NE-013,Box Butte County,Nebraska,47,0.9,90,46.1
NE-015,Boyd County,Nebraska,48.4,0.7,78,47.8
NE-017,Brown County,Nebraska,48.6,1.1,88,47.6
NE-019,Buffalo County,Nebraska,50.9,1.6,104,49.3
NE-021,Burt County,Nebraska,50,1.5,100,48.5
NE-023,Butler County,Nebraska,50.2,0.8,88,49.4
NE-025,Cass County,Nebraska,51.7,1.2,96,50.5
NE-027,Cedar County,Nebraska,48,0.7,85,47.2
NE-029,Chase County,Nebraska,51.3,1.5,105,49.8
NE-031,Cherry County,Nebraska,48.2,1.6,103,46.6
NE-033,Cheyenne County,Nebraska,48.3,0.7,83,47.6
NE-035,Clay County,Nebraska,51.5,1.3,98,50.2
NE-037,Colfax County,Nebraska,50.6,1.8,104,48.8
NE-039,Cuming County,Nebraska,49.6,1.4,100,48.2
NE-041,Custer County,Nebraska,49.5,1.4,98,48.1
NE-043,Dakota County,Nebraska,48.8,1.1,95,47.7
NE-045,Dawes County,Nebraska,48,1.3,95,46.6
NE-047,Dawson County,Nebraska,50.5,1,96,49.5
NE-049,Deuel County,Nebraska,49.4,0.7,85,48.7
NE-051,Dixon County,Nebraska,48.1,0.7,83,47.4
NE-053,Dodge County,Nebraska,50.8,1.7,104,49
NE-055,Douglas County,Nebraska,51.5,1.6,99,49.9
NE-057,Dundy County,Nebraska,51.7,1.1,94,50.6
NE-059,Fillmore County,Nebraska,51.5,0.9,87,50.6
NE-061,Franklin County,Nebraska,52.1,1.1,97,51
NE-063,Frontier County,Nebraska,51.3,1.3,101,50
NE-065,Furnas County,Nebraska,52,0.9,86,51.1
NE-067,Gage County,Nebraska,52.2,0.9,90,51.3
NE-069,Garden County,Nebraska,48.3,1.1,92,47.2
NE-071,Garfield County,Nebraska,48.4,1.1,89,47.3
NE-073,Gosper County,Nebraska,51.1,0.8,89,50.3
NE-075,Grant County,Nebraska,47.5,1.1,91,46.3
NE-077,Greeley County,Nebraska,49.5,1.4,100,48.1
NE-079,Hall County,Nebraska,51.4,1.8,105,49.6
NE-081,Hamilton County,Nebraska,51.6,1.7,102,49.9
NE-083,Harlan County,Nebraska,52.3,1.1,93,51.2
NE-085,Hayes County,Nebraska,51.1,1.2,95,49.9
NE-087,Hitchcock County,Nebraska,52,1,91,51
NE-089,Holt County,Nebraska,48,0.7,80,47.3
NE-091,Hooker County,Nebraska,47.9,0.6,81,47.3
NE-093,Howard County,Nebraska,50.7,1.5,104,49.1
NE-095,Jefferson County,Nebraska,52.3,1.1,90,51.2
NE-097,Johnson County,Nebraska,52.1,0.8,91,51.3
NE-099,Kearney County,Nebraska,51.3,1.3,101,49.9
NE-101,Keith County,Nebraska,49.9,1,89,48.9
NE-103,Keya Paha County,Nebraska,48.2,1.1,89,47.1
NE-105,Kimball County,Nebraska,46.9,0.7,82,46.1
NE-107,Knox County,Nebraska,48.4,0.8,81,47.7
NE-109,Lancaster County,Nebraska,52.2,1.7,101,50.5
NE-111,Lincoln County,Nebraska,50.2,1.2,99,49
NE-113,Logan County,Nebraska,49.3,1.2,96,48.1
NE-115,Loup County,Nebraska,48.5,1,86,47.5
NE-117,McPherson County,Nebraska,48.8,1,93,47.8
NE-119,Madison County,Nebraska,49.6,1.5,101,48.1
NE-121,Merrick County,Nebraska,51.4,1.8,107,49.5
NE-123,Morrill County,Nebraska,48.3,1.1,89,47.2
NE-125,Nance County,Nebraska,50.5,1.7,100,48.8
NE-127,Nemaha County,Nebraska,52.6,0.9,92,51.7
NE-129,Nuckolls County,Nebraska,52.1,1.2,97,50.9
NE-131,Otoe County,Nebraska,52,0.9,94,51.1
NE-133,Pawnee County,Nebraska,52.3,0.6,86,51.7
NE-135,Perkins County,Nebraska,50.2,1.1,94,49.1
NE-137,Phelps County,Nebraska,51.1,1.1,96,50
NE-139,Pierce County,Nebraska,48.7,1.1,95,47.6
NE-141,Platte County,Nebraska,50.2,1.7,100,48.6
NE-143,Polk County,Nebraska,50.5,1,90,49.5
NE-145,Red Willow County,Nebraska,52.2,1.3,100,50.9
NE-147,Richardson County,Nebraska,53.1,1.1,97,52.1
NE-149,Rock County,Nebraska,47.9,0.8,84,47.1
NE-151,Saline County,Nebraska,52.1,1.4,96,50.8
NE-153,Sarpy County,Nebraska,51.7,1.4,99,50.3
NE-155,Saunders County,Nebraska,51.4,1.6,101,49.8
NE-157,Scotts Bluff County,Nebraska,48.6,1.2,92,47.4
NE-159,Seward County,Nebraska,51.2,1.1,92,50.1
NE-161,Sheridan County,Nebraska,47.3,1.5,98,45.8
NE-163,Sherman County,Nebraska,50,1.5,100,48.6
NE-165,Sioux County,Nebraska,46.2,0.8,86,45.3
NE-167,Stanton County,Nebraska,50,1.8,104,48.2
NE-169,Thayer County,Nebraska,52.2,1.1,93,51.1
NE-171,Thomas County,Nebraska,48.9,0.7,80,48.2
NE-173,Thurston County,Nebraska,49.1,1.2,96,47.8
NE-175,Valley County,Nebraska,49,1.2,92,47.9
NE-177,Washington County,Nebraska,50.9,1.5,99,49.4
NE-179,Wayne County,Nebraska,48.8,1.2,98,47.6
NE-181,Webster County,Nebraska,52,1.1,94,50.9
NE-183,Wheeler County,Nebraska,49.3,1.8,106,47.5
NE-185,York County,Nebraska,50.9,0.7,84,50.2
NV-001,Churchill County,Nevada,51.9,1.5,107,50.4
NV-003,Clark County,Nevada,64.9,1.8,107,63.1
NV-005,Douglas County,Nevada,49.3,1.5,110,47.8
NV-007,Elko County,Nevada,45.3,0.9,98,44.3
NV-009,Esmeralda County,Nevada,53.7,2.7,116,51
NV-011,Eureka County,Nevada,46.5,1.4,102,45.2
NV-013,Humboldt County,Nevada,49.9,1.8,117,48.1
NV-015,Lander County,Nevada,48.7,1.6,111,47.1
NV-017,Lincoln County,Nevada,55.8,2,113,53.9
NV-019,Lyon County,Nevada,51.6,1.6,110,50
NV-021,Mineral County,Nevada,51.2,2.3,119,48.9
NV-023,Nye County,Nevada,52.8,2.3,115,50.5
NV-027,Pershing County,Nevada,51.8,1.9,117,49.9
NV-029,Storey County,Nevada,51,1.6,110,49.4
NV-031,Washoe County,Nevada,49.8,1.7,113,48.1
NV-033,White Pine County,Nevada,46.3,1.4,101,45
NV-510,Carson City,Nevada,50.7,1.9,118,48.8
NH-001,Belknap County,New Hampshire,47.9,4,129,43.9
NH-003,Carroll County,New Hampshire,46.8,4.5,130,42.2
NH-005,Cheshire County,New Hampshire,47.8,3.9,129,43.9
NH-007,Coos County,New Hampshire,42.7,4.2,130,38.5
NH-009,Grafton County,New Hampshire,45.2,4.4,130,40.8
NH-011,Hillsborough County,New Hampshire,49.8,4.6,130,45.2
NH-013,Merrimack County,New Hampshire,48.3,4.2,130,44.1
NH-015,Rockingham County,New Hampshire,50.4,4.2,130,46.1
NH-017,Strafford County,New Hampshire,48.8,3.7,130,45
NH-019,Sullivan County,New Hampshire,46.6,4.2,128,42.4
NJ-001,Atlantic County,New Jersey,56.6,3.9,128,52.7
NJ-003,Bergen County,New Jersey,55,4,126,51
NJ-005,Burlington County,New Jersey,56.8,3.9,128,52.9
NJ-007,Camden County,New Jersey,57.3,4,130,53.3
NJ-009,Cape May County,New Jersey,56.8,3.6,126,53.1
NJ-011,Cumberland County,New Jersey,56.8,3.8,127,53.1
NJ-013,Essex County,New Jersey,55.5,4.2,127,51.3
NJ-015,Gloucester County,New Jersey,57.4,3.9,128,53.5
NJ-017,Hudson County,New Jersey,56.8,4.1,127,52.7
NJ-019,Hunterdon County,New Jersey,53.7,4.1,127,49.6
NJ-021,Mercer County,New Jersey,55.6,3.8,128,51.8
NJ-023,Middlesex County,New Jersey,56.3,4.4,130,51.9
NJ-025,Monmouth County,New Jersey,56.4,4.4,130,52
NJ-027,Morris County,New Jersey,52.8,3.9,127,48.9
NJ-029,Ocean County,New Jersey,56.3,4,128,52.3
NJ-031,Passaic County,New Jersey,53,3.9,126,49.1
NJ-033,Salem County,New Jersey,57.2,3.6,127,53.6
NJ-035,Somerset County,New Jersey,55,4.3,128,50.7
NJ-037,Sussex County,New Jersey,51.2,3.6,128,47.6
NJ-039,Union County,New Jersey,56.2,4.4,127,51.8
NJ-041,Warren County,New Jersey,52.1,3.9,125,48.2
NM-001,Bernalillo County,New Mexico,54.1,1.9,110,52.2
NM-003,Catron County,New Mexico,48.8,1.1,101,47.7
NM-005,Chaves County,New Mexico,60.9,3.1,121,57.8
NM-006,Cibola County,New Mexico,49.3,1,90,48.3
NM-007,Colfax County,New Mexico,47.4,0.8,87,46.6
NM-009,Curry County,New Mexico,58.4,2.9,123,55.4
NM-011,De Baca County,New Mexico,59.6,3.1,122,56.5
NM-013,Dona Ana County,New Mexico,62.3,2.1,115,60.1
NM-015,Eddy County,New Mexico,62.6,2.1,114,60.5
NM-017,Grant County,New Mexico,56.2,1.3,107,54.9
NM-019,Guadalupe County,New Mexico,56.1,2,116,54.1
NM-021,Harding County,New Mexico,54.7,1.4,107,53.3
NM-023,Hidalgo County,New Mexico,59.5,0.5,88,58.9
NM-025,Lea County,New Mexico,61.7,2.3,120,59.4
NM-027,Lincoln County,New Mexico,55.1,1.8,110,53.3
NM-028,Los Alamos County,New Mexico,47.5,1.4,106,46.1
NM-029,Luna County,New Mexico,60.9,1.1,101,59.8
NM-031,McKinley County,New Mexico,50,1.7,114,48.3
NM-033,Mora County,New Mexico,48.8,1.9,116,46.8
NM-035,Otero County,New Mexico,58.1,1.6,103,56.5
NM-037,Quay County,New Mexico,58.4,2.1,118,56.4
NM-039,Rio Arriba County,New Mexico,46,1.4,112,44.5
NM-041,Roosevelt County,New Mexico,59.1,2.7,122,56.4
NM-043,Sandoval County,New Mexico,50.6,1.5,111,49.2
NM-045,San Juan County,New Mexico,52.8,2.5,123,50.4
NM-047,San Miguel County,New Mexico,53.4,1.5,108,51.9
NM-049,Santa Fe County,New Mexico,49.6,1.2,97,48.5
NM-051,Sierra County,New Mexico,58.1,1.5,108,56.6
NM-053,Socorro County,New Mexico,54.9,1.9,110,53
NM-055,Taos County,New Mexico,44,1.9,116,42.1
NM-057,Torrance County,New Mexico,51.3,1.7,107,49.5
NM-059,Union County,New Mexico,52.1,0.6,83,51.5
NM-061,Valencia County,New Mexico,55.9,1.8,109,54
NY-001,Albany County,New York,49.7,3.4,127,46.3
NY-003,Allegany County,New York,47.8,3,124,44.8
NY-005,Bronx County,New York,56.7,4.1,128,52.6
NY-007,Broome County,New York,48.1,2.4,119,45.7
NY-009,Cattaraugus County,New York,47.6,2.9,122,44.7
NY-011,Cayuga County,New York,48.7,2.6,120,46.1
NY-013,Chautauqua County,New York,48.9,3,122,45.9
NY-015,Chemung County,New York,48.7,2.8,124,45.9
NY-017,Chenango County,New York,47,2.6,122,44.4
NY-019,Clinton County,New York,45.7,4,128,41.8
NY-021,Columbia County,New York,50.7,3.6,126,47.1
NY-023,Cortland County,New York,46.8,2.5,121,44.2
NY-025,Delaware County,New York,46.6,2.8,123,43.8
NY-027,Dutchess County,New York,52.1,4.3,128,47.8
NY-029,Erie County,New York,49.3,3.1,122,46.2
NY-031,Essex County,New York,43.6,3.3,125,40.4
NY-033,Franklin County,New York,44.2,4,127,40.3
NY-035,Fulton County,New York,46.9,3.1,127,43.7
NY-037,Genesee County,New York,48.8,2.8,120,46
NY-039,Greene County,New York,48.2,3.2,125,45
NY-041,Hamilton County,New York,43.1,3.3,125,39.8
NY-043,Herkimer County,New York,44.7,3,122,41.8
NY-045,Jefferson County,New York,47.2,3.6,124,43.6
NY-047,Kings County,New York,57.1,4,127,53
NY-049,Lewis County,New York,44.9,3.6,127,41.3
NY-051,Livingston County,New York,49.5,3.1,127,46.3
NY-053,Madison County,New York,47,2.9,123,44.1
NY-055,Monroe County,New York,49.8,2.9,121,46.9
NY-057,Montgomery County,New York,48.8,2.9,125,45.9
NY-059,Nassau County,New York,56,4.1,128,51.9
NY-061,New York County,New York,57,4.1,127,52.9
NY-063,Niagara County,New York,49.6,2.6,115,47
NY-065,Oneida County,New York,47,2.9,122,44
NY-067,Onondaga County,New York,48.9,3.2,126,45.7
NY-069,Ontario County,New York,49.2,2.9,122,46.3
NY-071,Orange County,New York,51.5,3.6,128,47.9
NY-073,Orleans County,New York,49.5,2.8,121,46.6
NY-075,Oswego County,New York,48.4,3.5,127,44.9
NY-077,Otsego County,New York,46.3,2.3,120,44
NY-079,Putnam County,New York,52.7,4.4,130,48.3
NY-081,Queens County,New York,56.6,3.9,127,52.7
NY-083,Rensselaer County,New York,49.7,4,127,45.7
NY-085,Richmond County,New York,57.1,4.4,127,52.8
NY-087,Rockland County,New York,53.8,4.1,128,49.7
NY-089,St. Lawrence County,New York,45.7,3.9,123,41.8
NY-091,Saratoga County,New York,48.7,3.8,128,44.9
NY-093,Schenectady County,New York,49.5,3.6,127,46
NY-095,Schoharie County,New York,47.3,2.9,124,44.5
NY-097,Schuyler County,New York,48.4,2.9,124,45.5
NY-099,Seneca County,New York,49.5,2.5,121,47
NY-101,Steuben County,New York,48.1,2.9,125,45.2
NY-103,Suffolk County,New York,54.5,4.1,129,50.3
NY-105,Sullivan County,New York,48.5,3.3,127,45.2
NY-107,Tioga County,New York,48.3,2.5,120,45.8
NY-109,Tompkins County,New York,48,2.4,119,45.6
NY-111,Ulster County,New York,49.6,3.6,127,46
NY-113,Warren County,New York,45.7,3.4,127,42.3
NY-115,Washington County,New York,48.2,3.7,126,44.5
NY-117,Wayne County,New York,49.2,2.5,121,46.7
NY-119,Westchester County,New York,54.4,4.4,130,50
NY-121,Wyoming County,New York,47.9,3.2,124,44.7
NY-123,Yates County,New York,49.2,3,124,46.2
NC-001,Alamance County,North Carolina,60.1,2,118,58.1
NC-003,Alexander County,North Carolina,58.7,1.6,114,57.1
NC-005,Alleghany County,North Carolina,53.3,2.4,124,50.9
NC-007,Anson County,North Carolina,63.1,2.3,123,60.8
NC-009,Ashe County,North Carolina,51.8,1.9,118,49.9
NC-011,Avery County,North Carolina,51,1.9,116,49.2
NC-013,Beaufort County,North Carolina,62.7,1.7,117,61
NC-015,Bertie County,North Carolina,62,2.6,129,59.4
NC-017,Bladen County,North Carolina,64,2.3,125,61.7
NC-019,Brunswick County,North Carolina,64.7,2.3,124,62.5
NC-021,Buncombe County,North Carolina,55,1.8,116,53.2
NC-023,Burke County,North Carolina,58.6,1.8,117,56.8
